,Country,Years,Life Expectancy Trend,Life expectancy ,Adult Mortality Trend,Adult Mortality,Infant Deaths Trend,infant deaths,Alcohol Trend,Alcohol,Percentage Expenditure Trend,percentage expenditure,Hepatitis B Trend,Hepatitis B,Measles Trend,Measles ,BMI Trend, BMI ,Under-Five Deaths Trend,under-five deaths ,Polio Trend,Polio,Total Expenditure Trend,Total expenditure,Diphtheria Trend,Diphtheria ,HIV/AIDS Trend, HIV/AIDS,GDP Trend,GDP,Population Trend,Population,Income Composition of Resources Trend,Income composition of resources,Schooling Trend,Schooling
89,Nicaragua,14,5.0,73.36,181.0,163.53333333333333,2,3.1333333333333333,0.4700000000000002,3.5966666666666667,471.031468507,195.9071014920667,19.0,91.46666666666668,0,0.0,48.0,41.92666666666666,2,3.8,91.0,87.46666666666667,4.140000000000001,6.730666666666667,19.0,91.46666666666668,0.30000000000000004,0.2333333333333333,1964.317493,1002.0331366,5940572.0,2128621.066666667,0.07399999999999995,0.6009333333333333,1.5,11.073333333333332
90,Niger,5,11.899999999999999,61.35,40.0,239.66666666666663,2,49.66666666666666,0.13999999999999999,0.0683333333333333,28.920894551,18.055958690166666,68.0,59.833333333333336,952,763.6666666666666,2.0,17.900000000000002,11,92.33333333333331,71.0,57.333333333333336,1.1600000000000001,6.305,68.0,59.833333333333336,0.6000000000000001,0.75,372.50188199999997,319.3888935666667,17383583.0,14885058.666666666,0.03799999999999998,0.3265,1.0999999999999996,4.866666666666666
91,Nigeria,9,9.799999999999997,52.84,392.0,340.2,66,523.7,9.700000000000001,8.177000000000001,256.794850313,122.4236823627,45.0,42.3,110223,21896.4,22.3,20.15,134,825.4,60.0,45.6,1.17,3.831,59.0,43.7,1.5000000000000004,4.75,3133.7842542,1675.52308158,165762545.0,54593052.2,0.057999999999999996,0.4908,1.0999999999999996,9.41
92,Pakistan,11,3.3000000000000043,64.71666666666667,183.0,159.0,13,366.8333333333333,0.03,0.0291666666666666,61.62609587,31.243363968,75.0,66.91666666666667,7886,4272.916666666667,22.599999999999998,18.075,24,457.5833333333333,75.0,62.583333333333336,0.8399999999999999,2.95,20.0,72.25,0.0,0.1,1302.847392,678.42911945,185530474.0,65680834.25,0.07700000000000001,0.5095,2.2,6.933333333333334
93,Panama,13,2.0999999999999943,76.45,115.0,115.35714285714286,1,1.0714285714285714,1.5200000000000005,6.257142857142857,1835.1432675390001,650.6910598436428,90.0,79.07142857142857,4,0.2857142857142857,51.800000000000004,48.95,1,1.7142857142857142,91.0,84.57142857142857,2.5900000000000007,7.719285714285715,91.0,79.21428571428571,0.1,0.1214285714285714,12147.364567,5250.254728142857,3509288.0,1948411.0,0.05900000000000005,0.7479285714285714,0.5999999999999996,12.80714285714286
94,Papua New Guinea,14,9.100000000000001,61.6,306.0,266.0,1,10.666666666666666,0.87,0.5806666666666668,196.17564033,80.39518042866666,67.0,56.333333333333336,17620,2504.0,43.5,40.266666666666666,2,13.866666666666667,73.0,61.8,4.41,5.462666666666666,24.0,68.06666666666666,0.8,1.2066666666666668,2105.1392164000004,758.0976163466668,7694061.0,4606354.066666666,0.09300000000000003,0.4629333333333333,3.8,8.446666666666667
95,Paraguay,11,2.200000000000003,72.84166666666667,151.0,144.66666666666666,1,3.083333333333333,6.63,5.3175,552.83386793,251.36641466416663,83.0,81.25,0,0.0,8.100000000000001,45.30833333333334,1,3.5,90.0,81.33333333333333,8.48,6.6000000000000005,13.0,89.91666666666667,0.1,0.1416666666666667,4564.29476,2266.998293166667,6495789.0,3752967.4166666665,0.04899999999999993,0.6605,0.7999999999999989,12.233333333333334
96,Peru,11,3.200000000000003,73.89166666666667,138.0,116.33333333333331,7,10.833333333333334,5.37,4.278333333333333,939.02533977,502.7228562425,30.0,89.91666666666667,1,0.0833333333333333,49.699999999999996,43.675,9,13.833333333333334,29.0,86.66666666666667,1.0,4.929166666666666,18.0,90.41666666666669,0.30000000000000004,0.2666666666666666,6364.856278,3546.349758916667,29730832.0,15287897.25,0.04999999999999993,0.7065,0.5999999999999996,13.225
97,Philippines,14,1.6000000000000085,67.51333333333334,9.0,218.4,15,61.8,0.9399999999999995,4.510666666666666,212.64197661,95.52700888186668,82.0,65.86666666666666,58839,7579.733333333334,22.7,18.773333333333333,22,79.66666666666667,82.0,78.13333333333334,1.92,3.905333333333333,24.0,84.0,0.0,0.1,2841.257003,1298.3892891333337,96754393.0,38968669.73333333,0.05800000000000005,0.6485333333333333,0.29999999999999893,11.533333333333331
98,Poland,14,3.5999999999999943,75.52666666666667,141.0,106.93333333333334,1,2.2666666666666666,3.8900000000000006,9.998666666666669,1290.0142010999998,331.39441971733334,4.0,97.46666666666668,133,50.6,54.7,53.2,2,2.7333333333333334,5.0,97.06666666666666,1.62,6.379333333333333,1.0,98.8,0.0,0.1,14246.902399999999,6407.668667133333,37877373.0,14591038.8,0.07299999999999995,0.8106000000000001,1.799999999999999,15.173333333333334
99,Portugal,14,12.400000000000006,79.92,90.0,57.73333333333333,1,0.2,4.33,12.211333333333334,3485.5413152,1722.55684898,91.0,86.93333333333334,45,7.2,54.4,42.43333333333333,1,0.4,5.0,96.4,8.56,7.952666666666667,6.0,96.93333333333334,0.0,0.1,23663.29159,12243.688499999998,1554085.0,1091982.0,0.05999999999999994,0.8026,1.4000000000000004,15.893333333333334
100,Romania,14,6.900000000000006,73.98666666666666,44.0,157.6,2,2.8666666666666667,11.89,8.968666666666667,1229.171821828,454.9724098588,5.0,97.33333333333331,7442,1456.4666666666667,8.5,55.28666666666666,3,3.333333333333333,11.0,95.13333333333334,1.5,5.2780000000000005,10.0,95.4,0.0,0.1,9572.989263,3945.6168184,22417136.0,8499069.933333334,0.09500000000000008,0.7602666666666666,4.300000000000001,13.873333333333331
101,Russian Federation,13,8.400000000000006,67.44285714285715,324.0,238.14285714285717,8,16.571428571428573,2.0700000000000003,11.195714285714288,1526.855243852,356.6346554455714,55.0,92.0,4684,1444.2857142857142,5.699999999999996,56.614285714285714,10,19.142857142857142,1.0,97.64285714285714,2.71,6.280714285714287,2.0,97.21428571428572,0.30000000000000004,0.2785714285714286,15522.314144,6687.236626642857,143219669.0,57724794.71428572,0.08300000000000007,0.7629285714285715,2.4000000000000004,13.771428571428572
102,Rwanda,12,16.0,60.46153846153846,392.0,219.84615384615384,19,19.53846153846154,8.33,5.514615384615384,77.80866188899999,23.40426793753846,11.0,95.84615384615384,2733,392.46153846153845,17.4,14.438461538461535,34,29.76923076923077,14.0,94.76923076923076,7.29,6.666153846153846,11.0,95.84615384615384,7.699999999999999,4.138461538461538,683.2081293,345.4767288846154,11252699.0,3632541.0,0.14499999999999996,0.4261538461538461,3.6000000000000005,9.546153846153846
103,Samoa,14,7.599999999999994,73.59333333333333,159.0,134.13333333333333,0,0.0,4.16,2.704,677.0979784,271.57015251666667,83.0,54.66666666666666,8,0.6,67.0,62.120000000000005,0,0.0,88.0,57.0,2.7699999999999996,5.325333333333333,69.0,62.73333333333333,0.0,0.1,4079.865213,1986.4377954666668,171733.0,127285.53333333334,0.06099999999999994,0.6768666666666667,0.9000000000000004,12.626666666666669
104,Sao Tome and Principe,11,3.8999999999999986,65.55,204.0,162.08333333333334,0,0.0,6.53,3.915000000000001,218.235373754,65.19987203466667,92.0,82.25,0,0.0,26.2,23.683333333333334,0,0.0,5.0,97.08333333333331,9.719999999999999,7.286666666666666,5.0,96.66666666666669,1.4000000000000001,0.9083333333333332,1740.0171639999999,777.8206637499999,189478.0,103811.08333333331,0.05800000000000005,0.5334166666666668,1.4000000000000004,10.383333333333333
105,Senegal,10,6.700000000000003,63.78181818181818,245.0,165.45454545454547,5,21.363636363636363,0.08999999999999997,0.3018181818181818,95.01717926699999,20.033303361,40.0,86.18181818181819,999,144.63636363636363,21.5,18.036363636363635,15,33.63636363636363,17.0,85.9090909090909,1.37,4.86,10.0,89.18181818181819,0.39999999999999997,0.5181818181818182,762.5330913,198.57124413636365,14532720.0,6191625.454545454,0.07500000000000001,0.443,2.8999999999999995,7.481818181818181
106,Serbia,10,2.4000000000000057,74.19090909090909,13.0,129.36363636363637,0,1.0,2.4299999999999997,9.193636363636363,906.701870669,592.6531089228182,34.0,90.45454545454544,370,58.81818181818182,6.100000000000001,56.39090909090908,0,1.0,7.0,94.9090909090909,8.780000000000001,5.684545454545455,10.0,93.27272727272728,0.0,0.1,6361.118562,4259.174557727273,7389870.0,3674745.727272727,0.051000000000000045,0.750090909090909,1.200000000000001,13.61818181818182
107,Seychelles,14,1.2000000000000028,72.32,171.0,160.73333333333332,0,0.0,11.14,6.201333333333333,1508.72950519,497.9524500186666,3.0,98.73333333333332,10,0.7333333333333333,33.1,27.80666666666667,0,0.0,3.0,98.6,2.1599999999999997,3.802,3.0,98.6,0.0,0.1,15502.66348,6826.7582902,90513.0,59418.8,0.766,0.6848,1.4000000000000004,12.826666666666666
108,Sierra Leone,7,8.700000000000003,48.425,418.0,335.25,6,26.25,3.9600000000000004,2.42375,53.344453424,27.265818059625,29.0,83.125,1865,591.0,21.6,17.475,13,38.625,29.0,82.125,12.010000000000002,7.94625,28.0,83.25,1.6,1.375,516.7700059,250.3258313375,6548566.0,2031191.625,0.069,0.389375,1.3000000000000007,8.8125
109,Solomon Islands,14,3.0,67.61333333333333,233.0,137.6,0,0.0,1.2,0.8006666666666666,321.393035801,119.49590994193336,90.0,77.33333333333333,0,0.0,45.300000000000004,41.42,0,0.0,90.0,87.0,3.3600000000000003,6.267333333333334,90.0,73.86666666666666,0.0,0.1,1829.0372459999999,727.2122833866666,522244.0,311815.0,0.07,0.478,3.0,8.573333333333332
110,South Africa,14,15.299999999999997,57.14,450.0,418.4,13,49.13333333333333,1.7599999999999998,7.588666666666667,1043.9910296100002,657.4502864193333,76.0,65.93333333333334,12474,1605.2666666666669,45.4,37.28666666666666,32,71.0,72.0,64.66666666666667,1.37,8.306000000000001,75.0,69.86666666666666,26.0,19.486666666666668,7210.938398,4809.404007933334,54142016.75,30793963.650666665,0.051000000000000045,0.6266666666666667,0.1999999999999993,12.886666666666668
111,Spain,14,9.900000000000006,82.02,80.0,64.13333333333334,1,1.6666666666666667,12.25,10.024,5553.546726750001,2488.192196143333,20.0,92.2,3802,472.2,59.5,58.14,1,1.9333333333333331,4.0,96.73333333333332,2.3500000000000005,8.536666666666667,3.0,96.73333333333332,0.0,0.1,35282.263940000004,16520.767342666666,46276452.0,25215864.6,0.05700000000000005,0.8484666666666667,2.0000000000000018,16.266666666666666
112,Sri Lanka,11,5.6000000000000085,73.46666666666667,59.0,152.66666666666666,3,3.8333333333333335,1.4699999999999998,2.224166666666666,178.33583701,65.19315747416667,67.0,89.91666666666667,2107,348.6666666666667,20.2,17.433333333333334,7,4.666666666666667,2.0,98.33333333333331,1.3899999999999997,3.758333333333333,2.0,98.41666666666669,0.0,0.1,2644.841961,850.8843830166667,18016.0,9513.333333333334,0.06300000000000006,0.7314166666666666,1.3000000000000007,13.333333333333334
113,Suriname,9,7.099999999999994,71.03999999999999,180.0,137.9,0,0.0,1.8500000000000005,5.275,1095.523927,738.9197201750001,4.0,84.9,0,0.0,6.600000000000001,54.42,0,0.0,12.0,85.9,1.21,6.127,13.0,86.0,1.0999999999999999,0.61,9036.54383,6166.0952301,542491.0,231828.6,0.04999999999999993,0.6974,1.3999999999999986,12.14
114,Swaziland,14,12.799999999999997,50.82,581.0,336.7333333333333,1,2.6666666666666665,7.180000000000001,4.463333333333334,732.889973326,296.6396940069333,89.0,80.46666666666667,350,52.4,28.6,25.046666666666667,1,3.733333333333333,13.0,89.33333333333333,4.55,7.308666666666666,14.0,88.73333333333333,43.300000000000004,34.666666666666664,3911.27876,2100.301886,1269563.0,478995.8666666666,0.049000000000000044,0.514,2.3000000000000007,10.28
115,Sweden,3,0.5999999999999943,81.9,4.0,56.5,0,0.0,0.10000000000000053,7.35,10335.454697000001,6194.892275,25.0,57.25,25,33.25,1.2999999999999972,58.325,0,0.0,0.0,98.0,0.27000000000000135,11.85,0.0,98.0,0.0,0.1,53675.08813,32232.3770775,9422995.0,5008644.25,0.0050000000000000044,0.9035,0.1999999999999993,15.85
116,Syrian Arab Republic,7,1.2000000000000028,73.1625,15.0,130.25,2,9.0,0.58,1.11125,112.44103557,78.598971265,75.0,63.375,655,407.375,5.5,46.5125,3,10.5,3.0,84.125,1.4,4.49875,76.0,54.75,0.0,0.1,1613.3934319999998,1087.435773875,18736186.0,9620289.5,0.05600000000000005,0.61075,1.5,10.6375
117,Tajikistan,12,5.299999999999997,66.85384615384615,32.0,176.0,2,10.307692307692308,0.59,0.2869230769230769,70.46700505,20.48846684823077,58.0,83.53846153846153,2144,238.30769230769232,7.799999999999997,35.55384615384615,4,12.307692307692308,21.0,88.23076923076923,2.42,5.806923076923076,14.0,89.53846153846153,0.09999999999999998,0.2538461538461538,940.5108409999999,330.65675725384614,8355188.0,4655713.769230769,0.07899999999999996,0.5886153846153847,1.5,10.792307692307691
118,Thailand,14,3.5,72.96000000000001,178.0,161.2,10,12.4,0.6799999999999997,6.131333333333333,800.77481724,428.0106276266667,4.0,96.86666666666666,10315,4589.133333333333,30.2,20.793333333333333,11,14.466666666666669,2.0,98.26666666666668,0.8500000000000001,3.757333333333333,3.0,98.13333333333334,0.7000000000000001,0.4066666666666666,6143.697618,3340.1096061333333,67764541.0,33202771.73333333,0.09699999999999998,0.6918000000000001,2.799999999999999,12.48
119,Timor-Leste,6,1.7999999999999972,67.14285714285714,13.0,161.28571428571428,0,2.0,0.49,0.1114285714285714,35.857195847999996,25.12963695371429,16.0,76.0,763,127.14285714285714,2.3000000000000007,15.842857142857143,1,2.571428571428572,17.0,76.57142857142857,0.74,1.07,16.0,76.0,0.0,0.1,1038.95399,679.2162478285715,1195003.0,543000.2857142857,0.05400000000000005,0.603,0.8000000000000007,12.314285714285717
120,Togo,6,3.5,58.08571428571429,310.0,271.85714285714283,1,13.857142857142858,1.43,0.75,72.218162101,46.10098578557143,63.0,75.0,457,328.2857142857143,21.3,16.87142857142857,2,21.0,77.0,72.42857142857143,1.5299999999999994,5.49,9.0,83.14285714285714,3.8,2.814285714285714,517.3030011,466.9368799142857,6595443.0,4136978.142857143,0.033999999999999975,0.4568571428571428,1.9000000000000004,11.314285714285717
121,Tonga,14,1.7000000000000028,72.46666666666667,144.0,129.4,0,0.0,2.04,1.1673333333333331,685.160216737,345.39663245673336,85.0,75.33333333333333,4,0.2666666666666666,67.7,62.126666666666665,0,0.0,82.0,81.46666666666667,2.01,5.206,83.0,69.8,0.0,0.1,4228.7106109999995,2080.7405061333334,99654.0,27271.533333333333,0.04399999999999993,0.6975333333333332,1.4000000000000004,14.213333333333331
122,Trinidad and Tobago,12,8.799999999999997,71.36153846153846,173.0,169.69230769230768,0,0.0,1.8200000000000003,6.264615384615384,1890.8420466900002,645.2870365223077,90.0,58.46153846153846,0,0.0,41.8,37.58461538461539,1,0.1538461538461538,87.0,79.61538461538461,2.0699999999999994,5.34,87.0,66.76923076923077,1.8,0.5846153846153845,21058.59943,7612.805153692307,1341212.0,846862.7692307692,0.05700000000000005,0.7577692307692309,0.7999999999999989,12.392307692307693
123,Tunisia,14,2.1999999999999886,74.29333333333334,101.0,19.933333333333334,1,3.2666666666666666,0.29000000000000004,1.3106666666666666,570.12751596,391.1906778413333,7.0,96.66666666666669,230,34.333333333333336,53.699999999999996,47.39333333333333,2,3.733333333333333,4.0,97.66666666666669,1.9699999999999998,6.052666666666667,4.0,97.66666666666669,0.0,0.1,3857.5299499999996,2991.7591949333337,9927917.0,2741215.333333333,0.07599999999999996,0.6906,1.8999999999999986,14.02
124,Turkey,14,6.799999999999997,73.78666666666666,129.0,103.86666666666666,28,27.73333333333333,0.28,1.4213333333333331,1274.744802225,270.3116560363333,29.0,86.4,30509,5601.666666666667,59.099999999999994,55.766666666666666,35,33.2,89.0,79.73333333333333,1.8499999999999996,5.617999999999999,89.0,79.66666666666667,0.0,0.1,12478.206119999999,4117.5438572,75712901.0,30516678.2,0.118,0.6992666666666667,3.8000000000000007,12.553333333333336
125,Turkmenistan,12,2.700000000000003,64.6,226.0,213.6153846153846,1,6.538461538461538,0.6000000000000001,2.6592307692307693,690.774702079,216.1605738600769,3.0,97.15384615384616,59,9.23076923076923,43.7,37.36153846153846,0,8.0,33.0,95.23076923076924,2.42,2.6630769230769227,16.0,96.23076923076924,0.0,0.1,7935.994396,2487.3434116153844,5461629.0,2464749.230769231,0.683,0.2075384615384615,0.6000000000000014,10.484615384615385
126,Uganda,12,18.200000000000003,56.51538461538462,485.0,263.0,44,87.53846153846153,10.41,7.67076923076923,113.512066158,54.88484667792307,74.0,62.30769230769231,49849,8210.692307692309,4.500000000000002,15.66153846153846,84,134.69230769230768,75.0,65.6923076923077,3.9799999999999995,8.776923076923076,74.0,65.61538461538461,6.8,7.453846153846154,694.9303461000001,426.9431610461539,38473851.0,16995441.615384616,0.07899999999999996,0.4506923076923076,1.5999999999999996,10.684615384615386
127,Ukraine,14,11.0,69.84666666666666,255.0,206.46666666666667,2,5.133333333333334,5.150000000000001,7.369333333333333,450.794817072,180.72248552206668,94.0,56.8,42724,5747.866666666667,53.5,50.2,3,6.0,54.0,83.46666666666667,2.2199999999999998,6.777333333333333,94.0,73.13333333333334,0.8,0.56,3812.639987,1540.8020394666669,49130087.0,10370900.2,0.07699999999999996,0.7144666666666667,2.0,14.56
128,Uruguay,14,1.9000000000000057,76.01333333333334,20.0,120.2,1,0.6,1.6499999999999995,6.172666666666667,2317.05974526,663.2948473600001,5.0,94.26666666666668,0,0.0,57.3,52.18666666666666,1,0.8,5.0,94.2,5.07,8.75,87.0,88.73333333333333,0.0,0.1,16801.55934,6637.1010348,3416061.0,2327785.7333333334,0.05300000000000005,0.7637333333333333,1.6999999999999993,15.213333333333331
129,Uzbekistan,12,2.1000000000000085,68.04615384615384,9.0,184.53846153846155,11,21.384615384615383,2.8200000000000003,1.6153846153846154,140.247725996,47.523225473,37.0,95.3846153846154,863,247.0,39.9,34.00769230769231,14,24.923076923076923,5.0,98.46153846153848,1.38,5.6923076923076925,3.0,98.3076923076923,0.30000000000000004,0.223076923076923,1539.518531,558.8419119153846,2622658.0,894155.3076923077,0.08999999999999997,0.6428461538461538,1.0999999999999996,11.761538461538462
130,Vanuatu,14,9.0,71.34666666666666,161.0,146.2,0,0.0,1.23,0.8066666666666666,542.9159519799999,301.1474622613333,62.0,55.6,165,19.666666666666668,46.7,43.65333333333333,0,0.0,2.0,66.26666666666667,1.9200000000000004,3.9286666666666665,64.0,58.73333333333333,0.0,0.1,3117.3896,2114.5396100000003,250205.0,129538.4,0.596,0.3521333333333333,1.200000000000001,10.553333333333336
131,Zambia,9,13.700000000000003,57.25,509.0,370.0,6,30.5,2.58,2.113,195.055245861,121.3756048569,86.0,75.9,15745,3113.3,20.6,16.9,14,46.9,86.0,59.6,3.3,5.12,86.0,75.9,12.7,9.53,1725.728001,1009.52997444,14561404.0,7338203.1,0.10299999999999992,0.5225,1.8000000000000007,11.68
132,Zimbabwe,14,14.900000000000006,49.38666666666666,716.0,470.8,7,26.866666666666667,4.82,4.482,92.60233636,21.72188955613333,90.0,69.46666666666667,9696,984.5333333333332,28.0,24.69333333333333,12,41.4,88.0,74.8,2.66,6.158666666666666,88.0,74.4,37.2,24.4,898.300126,430.4659513533333,15286150.0,7504269.2,0.09199999999999997,0.4346,1.200000000000001,9.793333333333331
